"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72323513896","2021-01-01","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  61.4","24","  50.2","24","1011.3","18","991.5","24","  8.2","24"," 10.7","24"," 25.1"," 35.0","  72.0"," ","  48.0"," "," 0.23","G","999.9","010000"
"72323513896","2021-01-02","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  48.0","24","  37.2","24","1016.8","22","996.5","23"," 10.0","24","  5.2","24"," 14.0","999.9","  59.0"," ","  43.0"," "," 0.35","G","999.9","000000"
"72323513896","2021-01-03","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  43.6","24","  31.5","24","1018.8","19","998.5","23","  9.9","24","  8.7","24"," 14.0","999.9","  52.0"," ","  37.9"," "," 0.00","G","999.9","010000"
"72323513896","2021-01-04","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  42.5","24","  33.1","24","1018.1","24","997.5","23"," 10.0","24","  3.1","24","  9.9","999.9","  57.0"," ","  30.9"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-05","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  47.4","24","  34.9","24","1018.1","22","998.0","23","  9.8","24","  4.3","24","  8.9"," 17.1","  55.9"," ","  39.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-06","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  39.6","24","  27.3","24","1022.9","24","002.2","23","  9.8","24","  2.1","24","  8.9","999.9","  54.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-07","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  43.7","24","  31.1","24","1017.6","20","996.3","23","  8.8","24","  7.9","24"," 15.0"," 21.0","  48.0"," ","  36.0"," "," 0.00","G","999.9","011000"
"72323513896","2021-01-08","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  38.0","24","  30.4","24","1018.1","15","997.3","24","  8.8","24","  7.1","24","  9.9"," 15.9","  39.9"," ","  35.1"," "," 0.44","G","999.9","011000"
"72323513896","2021-01-09","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  37.0","24","  24.5","24","1023.8","23","003.1","23"," 10.0","24","  6.3","24","  8.9","999.9","  39.0"," ","  36.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-10","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  34.7","24","  21.9","24","1027.3","23","006.3","23"," 10.0","24","  4.2","24","  8.0","999.9","  39.9"," ","  30.9"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-11","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  34.7","24","  26.6","24","1026.3","16","005.3","23","  5.3","24","  4.1","24","  8.0","999.9","  37.0"," ","  33.1"," "," 0.01","G","999.9","011000"
"72323513896","2021-01-12","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  35.6","24","  26.2","24","1026.8","24","005.9","24","  7.6","24","  3.7","24","  7.0","999.9","  44.1"," ","  32.0"," "," 0.05","G","999.9","000000"
"72323513896","2021-01-13","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  34.6","24","  24.2","24","1022.4","24","001.4","23","  7.9","24","  2.6","24","  9.9","999.9","  52.0"," ","  21.9"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-14","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  42.1","24","  29.9","24","1011.9","22","991.6","23","  8.5","24","  6.5","24"," 13.0"," 19.0","  61.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-15","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  45.6","24","  27.3","24","1006.9","23","986.7","24"," 10.0","24","  9.6","24"," 20.0"," 28.9","  53.1"," ","  34.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-16","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  40.9","24","  24.1","24","1010.3","21","990.3","23"," 10.0","24"," 12.5","24"," 17.1"," 25.1","  45.0"," ","  37.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-17","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  43.8","24","  25.7","24","1013.4","24","992.9","23"," 10.0","24","  7.9","24"," 19.0"," 26.0","  55.0"," ","  36.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-18","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  43.1","24","  23.2","24","1017.2","24","996.9","23"," 10.0","24","  5.8","24"," 11.1"," 19.0","  57.0"," ","  33.1"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-19","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  45.5","24","  31.7","24","1023.5","21","003.3","23"," 10.0","24","  4.9","24"," 11.1","999.9","  54.0"," ","  35.1"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-20","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  43.9","24","  31.8","24","1026.9","23","006.3","23","  9.1","24","  3.1","24","  8.0","999.9","  50.0"," ","  32.0"," "," 0.00","G","999.9","000000"
"72323513896","2021-01-21","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  47.0","24","  40.2","24","1018.1","14","996.6","23","  7.7","24","  3.8","24","  7.0","999.9","  50.0"," ","  43.0"," "," 0.27","G","999.9","010000"
"72323513896","2021-01-22","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  47.2","24","  38.3","24","1016.2","20","995.6","24","  7.7","24","  2.1","24","  8.9","999.9","  57.0"," ","  41.0"," "," 0.06","G","999.9","000000"
"72323513896","2021-01-23","34.7441","-87.5997","164.6","MUSCLE SHOALS AIRPORT, AL US","  42.6","24","  21.7","24","1022.7","24","002.1","23","  9.9","24","  6.7","24","  8.9","999.9","  54.0"," ","  32.0"," "," 0.00","G","999.9","000000"
